text,intent
Do not talk so loudly?,whisper_mode
Use your quiet voice?,whisper_mode
You need to speak softer?,whisper_mode
Speak quiet as though you were in a church?,whisper_mode
Change to normal vocals mode?,whisper_mode
Turn your volume up?,whisper_mode
Turn up your volume?,whisper_mode
Switch to quiet mode?,whisper_mode
Let's start whispering?,whisper_mode
Let's switch to whisper voice?,whisper_mode
Let's use whisper voice?,whisper_mode
I decide to switch out of whisper mode?,whisper_mode
I want to switch out of whisper mode?,whisper_mode
Can you whisper?,whisper_mode
Let's switch out of whisper mode?,whisper_mode
Let's whisper?,whisper_mode
Go to whisper mode?,whisper_mode
Can you switch out of whisper mode?,whisper_mode
I think we should whisper?,whisper_mode
Shh please speak with a whisper?,whisper_mode
Please turn on whisper mode?,whisper_mode
Go into whisper mode now?,whisper_mode
I need you to go into whisper mode?,whisper_mode
Please only use a whisper when speaking?,whisper_mode
I can't be loud and need you to speak more quietly?,whisper_mode
"Go back to whisper mode, please?",whisper_mode
"Change to whisper mode, please?",whisper_mode
"Switch to whisper mode, please?",whisper_mode
Go back to whisper mode?,whisper_mode
Please switch to whisper?,whisper_mode
Switch to the whisper mode?,whisper_mode
Switch over to whisper?,whisper_mode
Switch to whisper please?,whisper_mode
I want whisper mode to be switched off?,whisper_mode
I want you to use whisper voice now?,whisper_mode
Please turn on whisper voice?,whisper_mode
I dont need whisper mode on any more?,whisper_mode
Could you please get out of whisper mode?,whisper_mode
I need your setting switched to whisper mode right away?,whisper_mode
Please shut off whisper mode for now?,whisper_mode
Make sure to set yourself to whisper mode before i go to the movie?,whisper_mode
Please turn on whisper mode because i am about to be in class?,whisper_mode
I want your setting adjusted to whisper voice now?,whisper_mode
Please switch to whisper mode for now?,whisper_mode
Please begin using the whisper voice setting?,whisper_mode
I want you to be in whisper mode now because i am in the library?,whisper_mode
Can you change to the whisper voice setting?,whisper_mode
Please speak with the whisper voice?,whisper_mode
Exit out of whisper mode?,whisper_mode
Is it possible for you to use the whisper voice?,whisper_mode
Switch to whisper mode?,whisper_mode
I'd like you to use the whisper voice?,whisper_mode
Immediately begin using whisper mode?,whisper_mode
"I can't hear you, stop whispering!?",whisper_mode
Start using whisper mode?,whisper_mode
Stop using the whisper mode?,whisper_mode
Engage whisper mode now?,whisper_mode
Can you go to the whisper voice?,whisper_mode
Go back to normal mode please?,whisper_mode
Use the whisper voice?,whisper_mode
Use your whispering voice?,whisper_mode
6 inch voices please?,whisper_mode
Can you switch to whisper mode?,whisper_mode
I want whisper mode?,whisper_mode
Please switch to whisper mode?,whisper_mode
Would you mind switching to whisper mode?,whisper_mode
Could you please switch to whisper mode?,whisper_mode
"If you don't mind, please switch to whisper mode?",whisper_mode
I need you to switch to whisper mode?,whisper_mode
I want you to switch to whisper mode?,whisper_mode
Talk in whisper voice?,whisper_mode
Please whisper?,whisper_mode
Please use whisper?,whisper_mode
Please talk quietly?,whisper_mode
Use whisper voice?,whisper_mode
Turn to whisper mode?,whisper_mode
"Please cancel what you are doing, i've changed my mind?",cancel
"Never mind, cancel that?",cancel
"Stop working on it, i need something else?",cancel
"Cancel my last request, i know the answer?",cancel
"Forget it, i do not need it anymore?",cancel
Pause?,cancel
Cancel that last thing?,cancel
Silence?,cancel
Quit?,cancel
Mute?,cancel
Stop?,cancel
Stop and go back?,cancel
Ai stop talking?,cancel
Quiet now?,cancel
Shhhh?,cancel
How do i make you stop talking?,cancel
Can you be quiet please?,cancel
Please stop doing what i asked?,cancel
Please be quiet?,cancel
I would like you to stop what you were doing?,cancel
Please cancel that last command?,cancel
Can you cancel what you were doing?,cancel
Can you cancel?,cancel
Shut up!?,cancel
I need you to stop talking now?,cancel
I want you to quit the action?,cancel
Discontinue please?,cancel
I don't want you to speak any more for now?,cancel
Discontinue your current task?,cancel
Abort please?,cancel
Quit the current action please?,cancel
Forget my previous command?,cancel
Abort the current action?,cancel
Actually forget that i don't need it?,cancel
Quit what you are doing?,cancel
"Sorry, you can actually stop that?",cancel
"I actually don't want this anymore, please abort?",cancel
Please cancel your present task?,cancel
"That's enough, don't say anymore please?",cancel
I want you to stop your present action?,cancel
Stop talking please?,cancel
"What you are doing is not actually helpful, please cancel the action?",cancel
Please stop?,cancel
Cancel action?,cancel
Please cancel the input?,cancel
"Ai, stop talking?",cancel
"Ai, shut up?",cancel
"Ai, stop!?",cancel
Please be quiet now?,cancel
Terminate?,cancel
Negate last command?,cancel
Halt?,cancel
Would you stop talking please?,cancel
Please abandon the current job?,cancel
Please abort the current task?,cancel
Terminate current process?,cancel
I want you to cancel the current action?,cancel
Abort?,cancel
Please stop doing that?,cancel
Abort running program?,cancel
Don't continue with what you're doing?,cancel
Oh shut the hell up would you?,cancel
Destroy process?,cancel
Please cancel that last task?,cancel
Please refrain from carrying out the current task?,cancel
"Ai, cancel that last request?",cancel
Do not complete the task that i gave you?,cancel
"Ai, please stop your current task?",cancel
"Actually, cancel that command?",cancel
"Nevermind, cancel that?",cancel
"Actually, cancel that?",cancel
Forget it?,cancel
Cancel that?,cancel
Don't do this process?,cancel
Undo?,cancel
Cancel current process?,cancel
Undo this process?,cancel
Just shut up?,cancel
Stop that?,cancel
Cancel that input?,cancel
"Never mind, don't do that?",cancel
Never mind?,cancel
Stop doing that?,cancel
Halt that immediately?,cancel
Stop the process happening now?,cancel
"Stop, i changed my mind?",cancel
Cancel that last command?,cancel
Oops cancel that?,cancel
Can you stop?,cancel
Could you stop talking for a second?,cancel
Could you stop please?,cancel
Can you switch off?,cancel
Can you stop speaking?,cancel
Can you please cancel?,cancel
Can you end the task?,cancel
Scratch?,cancel
Refrain from talking?,cancel
Halt the process?,cancel
No more talking?,cancel
I advise you to quit talking?,cancel
"To visit cambodia, do i need an international visa?",international_visa
Do i need to get a visa to visit canada?,international_visa
Will i need a visa to visit ireland?,international_visa
Will i need a travel visa to go to canary islands?,international_visa
I want to visit portugal do i need a travel visa?,international_visa
I want to see paris will i need an international visa?,international_visa
"For travel to argentina, do i need to get a travel visa?",international_visa
Will i have to apply for a visa if i want to visit mexico?,international_visa
To vacation to tel aviv do i need a travel visa?,international_visa
Do i need to obtain a travel visa to go on vacation to places in eastern europe?,international_visa
Would i need a tourist visa for brazil?,international_visa
Do i need a tourist visa for europe?,international_visa
I want to know if i shouldget a tourist visa for italy?,international_visa
Is it necessary to apply for a tourist visa for mexico?,international_visa
Should i get a travel visa for spain?,international_visa
Does moscow require travel visas to visit?,international_visa
Would i need a travel visa to go to the congo?,international_visa
Do i need an international visa to go to south korea?,international_visa
Do i need an international visa to go to tibet?,international_visa
Do i need an international visa to go to vietnam?,international_visa
Do i need an international visa to go to hong kong?,international_visa
Do i need an international visa to go to malaysia?,international_visa
I am going to travel to mexico soon; do i need to get a visa?,international_visa
I need to know if i must have an international visa to go to france?,international_visa
I'm going to jamaica next week; am i needing a visa?,international_visa
Tell me whether i need an international visa to go to mexico?,international_visa
I'm going to mexico; do i need an international via?,international_visa
Let me know if i need an international visa to go to sudan?,international_visa
Am i in need of an international visa to go to france?,international_visa
Do i need to get a visa for traveling to chile?,international_visa
Do i need a visa to travel to jamaica?,international_visa
I need to know if i need a visa to travel to el salvador?,international_visa
Would i need a visa if i want to travel to mexico?,international_visa
Do i need a visa to travel to mexico?,international_visa
Does mexico require me to have a visa to travel there?,international_visa
Is a visa needed to go to mexico?,international_visa
If i want to travel to mexico do i need to get a visa?,international_visa
Do i need a visa to scotland?,international_visa
Do i need a visa to russia?,international_visa
Do i need a visa for canada?,international_visa
Do i need a travel visa to visit germany?,international_visa
I am going to russia and am wondering if i need a visa?,international_visa
Do i need a travel visa to visit russia?,international_visa
Do i need a travel visa to visit canada?,international_visa
I am going to germany soon do i need a visa?,international_visa
Do i need a travel visa to visit japan?,international_visa
Do i need to get a visa for russia?,international_visa
Do i need a visa to go to greece?,international_visa
Do i need a travel visa to visit china?,international_visa
Do i need a visa for germany?,international_visa
Do i need a visa to go to somewhere internationally?,international_visa
Do i need a visa to spain?,international_visa
Do i need an international visa to go to mexico?,international_visa
Do i need an international visa to go to england?,international_visa
Do i need an international visa to go to brazil?,international_visa
Do i need an international visa to go to canada?,international_visa
Do i need an international visa to go to spain?,international_visa
Should i get a visa before going to cancun?,international_visa
Is a visa required to visit cancun?,international_visa
Will i need a visa to travel to cancun?,international_visa
Do i need a visa to go to cancun?,international_visa
Do i need a visa to travel to canada?,international_visa
Does mexico travel require a visa?,international_visa
Would i need to get a visa to go to ireland?,international_visa
"If i'm planning to go to the uk, do i need a visa?",international_visa
Might i need to get a visa to travel to venezuela?,international_visa
"I'm going to be going to canada soon, do they require a visa for entry?",international_visa
Do i need a visa to get into canada later this year?,international_visa
Does travelling to that place require a visa?,international_visa
Do i need a visa to go there?,international_visa
Do i need a visa to leave the country?,international_visa
Does international travel always require a visa?,international_visa
When does travelling require a visa?,international_visa
If i go to canada next month do i need a visa?,international_visa
Do i need to bring a visa when i go to canada next month?,international_visa
"I'm going to canada soon, do i need a visa?",international_visa
What paperwork will i need to visit northern ireland?,international_visa
Should i get a visa for crete?,international_visa
Will i need a visa to go to moldova?,international_visa
Does laos require a travel visa?,international_visa
Do i need to apply for a visa to visit dnipro?,international_visa
Israel has strict restrictions do i need a visa to travel there?,international_visa
Visa's are hard to get do i need one when i travel to israel?,international_visa
I'm vacationing in israel will i need a visa?,international_visa
Do i need a visa to travel to isreal?,international_visa
"I'm heading to israel soon, do i need a visa?",international_visa
Do i have to have a visa to go to denmark?,international_visa
Do i need a visa to go to cuba?,international_visa
Do i have to have a visa to go to the cayman islands?,international_visa
Does jamaica require a visa?,international_visa
What documents to i need to go to egypt?,international_visa
Does france have their own version of a visa?,international_visa
Does mexico require an international visa?,international_visa
Does ireland require an international visa?,international_visa
Do i need an international visa to enter canada?,international_visa
Do i have to get an international visa before they'll let me in melbourne?,international_visa
Must i have an international visa when travelling to russia?,international_visa
Is an international visa needed to travel to z?,international_visa
"I want to go to korea, do i need an international visa?",international_visa
Do i need to apply for a travel visa if i am going to bermuda?,international_visa
Are there any specific shots i should get before traveling to england?,vaccines
What are the recommended shots to get before i travel to south korea?,vaccines
What are the recommended shots to get before i travel to england?,vaccines
Are there recommendations to get any specific shots before i travel to germany?,vaccines
Do i need certain shots before flying to eithiopia?,vaccines
What type of specific shots should i get before flying to south korea?,vaccines
Are there specific shots i need before traveling to japan?,vaccines
Is it recommended to get specific shots before i travel to japan?,vaccines
Do i need specific shots before traveling to germany?,vaccines
Is it recommended to get any shots before i travel to africa?,vaccines
How many vaccinations will i need to travel to asia?,vaccines
Which countries require vaccinations before entering for travel?,vaccines
Which types of vaccinations are required when leaving the united states?,vaccines
What are common illnesses i should be vaccinated against when leaving the united states?,vaccines
What are common vaccinations for someone travelling internationally?,vaccines
Does travel to africa require any shots?,vaccines
Do i need to protect myself with some shots for a trip to vietnam?,vaccines
Do i need any shots if i travel to africa?,vaccines
Would i need any immunization if i go to thailand?,vaccines
Will i need immunization for a trip to turkey?,vaccines
Can you tell me which shots i need for africa?,vaccines
Do i need special shots to go to africa?,vaccines
How many shots do i need before i go to africa?,vaccines
What are the necessary shots for travel to africa?,vaccines
Before i leave for mexico should i get some more vaccinations?,vaccines
What are the shots i need in order to travel to mexico?,vaccines
What shots do i need before heading to france?,vaccines
Are there any shots i should get before going to south africa?,vaccines
Do i need any vaccinations before going to indonesia?,vaccines
What vaccinations should i get if i go to nigeria?,vaccines
Are vaccinations needed for trips to guana?,vaccines
Should i get a vaccination before i go to katmandu?,vaccines
Do i need to get vaccinated to go to thailand?,vaccines
Which vaccinations are required to go to viet nam?,vaccines
Is it recommended to get any specific shots before i travel to argentina?,vaccines
Is it recommended to get any specific shots before i travel to canada?,vaccines
Do i need a vaccination for spain?,vaccines
Is it recommended to get any specific shots before i travel to norway?,vaccines
Is it recommended to get any specific shots before i travel to japan?,vaccines
Do i need a vaccination to go to europe?,vaccines
Do i need a vaccination to go to greece?,vaccines
Is it recommended to get any specific shots before i travel to iceland?,vaccines
Do i need a vaccination to go to china?,vaccines
Do i need vaccinations to travel overseas?,vaccines
Do i need any shots before i go to south africa?,vaccines
Should i get any shots before i go to kenya?,vaccines
Is there a list of recommended shots to get before travelling to kenya?,vaccines
Do i need to see the doctor for shots before i go to south africa?,vaccines
Are there recommended vaccines to go there?,vaccines
Are there shots required before going to south africa?,vaccines
What shots are recommended before traveling to kenya?,vaccines
Do i need to get vaccines before my trip?,vaccines
"I'm going to south africa, do i need to get any shots first?",vaccines
Should i get any shots before i go to south africa?,vaccines
Tell me if i need any more vaccines if i go there?,vaccines
Are any shots recommended before going to kenya?,vaccines
Do i need to get shots before i go to kenya?,vaccines
What vaccines do i need before i travel there?,vaccines
Are my vaccines up to date for going there?,vaccines
"Do i need some shots, if i am traveling to china?",vaccines
Do i need some vaccinations or anything if i'm going to eastern europe?,vaccines
I'm going to india do i need some shots?,vaccines
"If i'm going to africa, do i need some shots first?",vaccines
"I'm going to south africa, so should i get some vaccinations or anything?",vaccines
Traveling to the uk am i going to need any specific shots?,vaccines
If i am going to the uk are any specific shots needed?,vaccines
Are shots needed for uk travel?,vaccines
Do i need any specific shots if i go to the uk?,vaccines
Am i going to need vaccines for the trip?,vaccines
Am i required to get a vaccine for this trip?,vaccines
Will this trip require vaccines?,vaccines
If i travel to the uk do i need any shots?,vaccines
Does my trip require vaccines?,vaccines
Will i need vaccines for my trip?,vaccines
What shots do i need to get in order to travel to khartoum?,vaccines
Do i have to get shots to travel to iraq?,vaccines
What shots are required to go out of the country?,vaccines
Do i need shots to go to thailand?,vaccines
Do you have a list of shots that i need for traveling to denmark?,vaccines
Please tell me if i need any shots before i go to mexico?,vaccines
Which shots do i need before i go to thailand?,vaccines
Which shots do i need to get before i go to africa next week?,vaccines
Do i need shots before i get to africa?,vaccines
Can you tell me which vaccines i need to take before mexico?,vaccines
Can you tell me if there are any shots that i am required to have before traveling to south africa?,vaccines
What shots do i need before traveling to malawi?,vaccines
Please tell me what shots i am required to get to travel to india?,vaccines
Are there any mandatory shots that i must get before my trip to jamaica?,vaccines
Do i need to get any shots to travel to mexico?,vaccines
Do i need vaccinations to travel there?,vaccines
Are vaccinations required to travel there?,vaccines
Are vaccinations necessary to go there?,vaccines
Do i need to get vaccinations before i go?,vaccines
Which vaccinations should i get before i go?,vaccines
I need a list of vaccinations for a trip to paris?,vaccines
List all the shots i need to travel to france?,vaccines
What vaccinations do i needs to travel to paris?,vaccines
What vaccinations are required to enter paris from outside the country?,vaccines
Tell me what vaccinations i need to get into france?,vaccines
Should i get any vaccines before going over to the uk?,vaccines
What is my vacation schedule look like?,pto_balance
Can you explain to me what type of vacation days i have still?,pto_balance
What type of vacation schedule do i have left?,pto_balance
Can i get vacation day totals i have left?,pto_balance
"How many vacation days do i have saved up, please?",pto_balance
How many vacation days do i have remaining?,pto_balance
How many vacation days do i have saved up?,pto_balance
"How many vacation days do i have remaining, please?",pto_balance
How many vacation days do i have left?,pto_balance
How many vacation days do i still have?,pto_balance
How many vacation days do i still get?,pto_balance
I want to know how much vacation time i can use?,pto_balance
Do i have any vacation days to use?,pto_balance
Tell me if i have any spare vacation days?,pto_balance
Do i have any vacation time left?,pto_balance
Do i have any vacation days left?,pto_balance
How many holiday days do i have left to use?,pto_balance
I want to know how many vacation days i can use?,pto_balance
How many vacation days do i have?,pto_balance
Do i have any personal days left?,pto_balance
How many of my vacation days do i have remaining?,pto_balance
How many vacation hours do i have?,pto_balance
How much paid time off do i have saved?,pto_balance
How many days do i have left of pto?,pto_balance
How many day of my vacation are left for the year?,pto_balance
How many pto days do i have left?,pto_balance
How many pto days do i have for the year?,pto_balance
How many vacation days do i have for the year?,pto_balance
How many vacation days have i accrued?,pto_balance
Can you tell me how much pto i still have?,pto_balance
What's the current amount of vacation owed to me?,pto_balance
What number of vacation days remain for me?,pto_balance
How many days can i slack off this year?,pto_balance
Do i have enough vacation to take a european trip?,pto_balance
How much vacation am i currently entitled to?,pto_balance
What's the amount of pto i have left?,pto_balance
How much paid time off have i earned to date?,pto_balance
What pto time to i have remaining?,pto_balance
What's the current count of my pto days?,pto_balance
What's the count of vacation days i have left?,pto_balance
How much pto have i accrued?,pto_balance
"Do i still have any pto days left, and if so, how many?",pto_balance
How much pto do i have left?,pto_balance
How much time off do i have left?,pto_balance
What's my vacation day total?,pto_balance
Do i still have vacation days?,pto_balance
How many vacation days do i have to spend?,pto_balance
Check how much pto i have left?,pto_balance
What's the status on my vacation days?,pto_balance
Check days of pto?,pto_balance
What is the saved vacation time i have left?,pto_balance
How much time do i have for vacation saved?,pto_balance
How many days of vacation time do i have saved?,pto_balance
What is the amount of vacation days i have left?,pto_balance
How many saved days of vacation time do i have?,pto_balance
How many days for vacation do i have left?,pto_balance
Hoe many vacation days are left for me?,pto_balance
How many days are left for me for vacation if i may ask?,pto_balance
How many days off for vacation do i have left?,pto_balance
How many vacation days do i have left this year?,pto_balance
How many vacation days do i have saved?,pto_balance
Can you figure out how many vacation days i have left?,pto_balance
I have how many vacation days saved up?,pto_balance
I have how many vacation days left this year?,pto_balance
I have how many vacation days left?,pto_balance
How many days of vacation have i saved?,pto_balance
I've saved what number of days of vacation?,pto_balance
Tell me the number of vacation days i have stored?,pto_balance
What's the number of remaining vacation days i have?,pto_balance
How many pto days do i have remaining?,pto_balance
What is my remaining pto days?,pto_balance
Can you tell me the number of pto days i have left?,pto_balance
Can you tell me the remaining time i have for pto?,pto_balance
Do you know ho many vacation days i currently have?,pto_balance
Would you please tell me how many vacation days i have?,pto_balance
Please tell me how many vacation days i currently have?,pto_balance
Could you tell me how many vacation days i have left?,pto_balance
How many days of vacation do i have?,pto_balance
How much vacation time have i accrued?,pto_balance
How many vacation hours have i accrued?,pto_balance
Please calculate my vacation time?,pto_balance
I'd like to know how many vacation days i have?,pto_balance
I want to know how many vacation days i have?,pto_balance
What number of vacation days do i have?,pto_balance
Tell me how many vacation days i have?,pto_balance
Let me know the number of vacation days i have?,pto_balance
I need to know how many vacation days i have?,pto_balance
Would you provide the number of vacation days i have?,pto_balance
Provide me the number of vacation days i have?,pto_balance
How much pto do i have?,pto_balance
Do i have any remaining pto days?,pto_balance
How much paid time off do i have?,pto_balance
Do i have any pto days left?,pto_balance
Do i have enough pto to take time off?,pto_balance
How many more vacation days do i have for the year?,pto_balance
Tell me how many vacation days i have left?,pto_balance
How many more vacation days can i use this year?,pto_balance
How many vacation days are available to me?,pto_balance
How many more pto days are there for me?,pto_balance
Let me know my vacation time?,pto_balance
"I'm at home, so where is the closest starbucks?",directions
What's the distance between home and the closest starbucks?,directions
Is there a starbucks close to home?,directions
Direct me to the closest starbucks near home?,directions
Does home have a starbucks nearby?,directions
How do i get to the beach by bus?,directions
How do i get to the park on foot?,directions
How do i get to the train on foot?,directions
How do i get to the mall by bus?,directions
How to i get to the mall on foot?,directions
How do i get to the supermarket on foot?,directions
How do i get to the museum on foot?,directions
How do i get to the college by bus?,directions
How do i get to the hotel by bus?,directions
How do i get to the museum by bus?,directions
Assist me to know how to get to target by bus?,directions
Would you tell me how to get to walmart by bus?,directions
"I am needing you to tell me how to get to dallas, texas, by bus?",directions
I need to know how to get to target by bus?,directions
Tell me how to get to target by bus?,directions
I need to know where the nearest place that has mountain dew is?,directions
How can i take a bus to dallas?,directions
What steps do i need to take to take a bus to detroit?,directions
How can i travel by bus to the grand canyon?,directions
Direct me to the closest korean grocery?,directions
I want to visit chicago by bus what do i need to do?,directions
Tell me where is the closest coffee shop?,directions
Where can i find the mall closest to here?,directions
Can you tell me where the nearest rest station to me is?,directions
I want to take a bus to mexico city how do i do that?,directions
Let me know how to get to the starbucks nearby?,directions
Would you give me directions to the closest starbucks restaurant?,directions
How do i get to the closest starbucks?,directions
Where is the closest starbucks?,directions
Please give me directions to the nearest starbucks?,directions
Could you tell me how to get to the statue of liberty by bus?,directions
"From here, how do i get to the statue of liberty by bus?",directions
I want to know how to get to statue of liberty by bus?,directions
How do i get to statue of liberty by bus?,directions
Which bus should i take to get to the statue of liberty?,directions
How close is a gas station to mcdonalds?,directions
"I need to get to a church immediately, please take me to one!?",directions
Take me to the nearest dairy queen?,directions
Can i take a bus to the grand canyon?,directions
How do i get to the nearest post office?,directions
Where's the nearest gas station?,directions
How would i walk to the liberty bell from here?,directions
Find me the closest public bathroom?,directions
Guide me to a laundromat near me?,directions
Take me to the closest walmart?,directions
Does the bus go to the washington monument?,directions
Are there any furniture outlets near the mall?,directions
What's the best way to get to my bank by walking?,directions
Can a bus get me to the statue of liberty?,directions
Is a bar close to my church?,directions
How do i get to the statue of liberty on foot?,directions
What's the nearest ups store to walmart?,directions
Is there a tire repair place near the post office?,directions
How do i get to the leaning tower by bus?,directions
What's the closest mcdonalds?,directions
What's the quickest way to a bank?,directions
I want to see the golden gate bridge and i'm walking on 5th street right now?,directions
Is it possible to take the bus to the brooklyn bridge?,directions
Give me directions to the nearest gas station?,directions
What's the direction for foot traffic to get to the eiffel tower?,directions
I need directions to get to olympia by bus?,directions
What are the directions to get to olympia by bus?,directions
Do you know how i get to olympia by bus?,directions
Is it possible to get to olympia by bus?,directions
Is there a way to go by bus to olympia?,directions
I need an address for the closest starbucks to home?,directions
Please tell me the location of the nearest target store?,directions
Can you tell me where the atm closest to my current location is?,directions
"Where is the nearest gas station to 20th and market streets, in philadelphia, pa?",directions
Find me the location of the nearest gas station?,directions
"Can you tell me the nearest wells fargo bank location to port authority, new york?",directions
Please tell me the subway station nearest to madison square garden in new york?,directions
What are the nearest streets to the statue of liberty in new york?,directions
"Search for the nearest atm to newark penn station, newark in new jersey?",directions
Search for the nearest expressway to the airport?,directions
Where is starbucks?,directions
Starbucks near me?,directions
Find me starbucks?,directions
What's the nearest starbucks?,directions
"Where is the closest chevron gas station in columbus, ohio?",directions
Where is the nearest denny's to gillette stadium?,directions
"Where is the closest walmart to boise, idaho?",directions
Where is the closest applebees to the empire state building?,directions
"Where is the closest dog groomer in charlotte, north carolina?",directions
I want to know the nearest bank's location?,directions
I need to know the nearest bank's location?,directions
I want to get directions to the closest atm?,directions
I would like to know where the closest gas station is?,directions
I want directions to the closest atm?,directions
Give me the location for the nearest bank?,directions
I need to know directions to the nearest gas station?,directions
Can you tell me the nearest restaurant to me and give me directions?,directions
Can you tell me the location of the nearest bank?,directions
Where is the closest mcdonalds?,directions
How would i get to city hall via bus?,directions
What is the spelling of potato?,spelling
Spell potato?,spelling
Give me the spelling of potato?,spelling
Spell out potato?,spelling
How do you spell tomato?,spelling
Can you spell water?,spelling
How do you spell water?,spelling
How is water spelled?,spelling
Water is spelled how?,spelling
Spell water?,spelling
What's the letters in 'you' word like?,spelling
The word 'you' got how many letters?,spelling
How do you spell out university?,spelling
How do you spell out newspaper?,spelling
How do you spell out shepherd?,spelling
How do you spell out espresso?,spelling
How do you spell out wednesday?,spelling
"Can you spell ""diatribe"" for me?",spelling
"Spell ""requisite"" for me?",spelling
What's the right way to spell miscellaneous?,spelling
How do you spell syzygy?,spelling
Tell me how to spell anonymous?,spelling
How is the word economy spelled?,spelling
Can you spell out the word special for me?,spelling
I need to know how many r's are in restaurant?,spelling
I need to know how to spell excellent?,spelling
Spell the word restaurant for me?,spelling
Tell me how many p's are in apple?,spelling
How many e's are in sesame?,spelling
Tell me how many a's are in magical?,spelling
What is the proper way to spell diamond?,spelling
Do you know how many o's are in honor?,spelling
What's the right spelling of rambunctious?,spelling
How do i spell catheter?,spelling
Can you tell me how to spell manipulation?,spelling
What is the correct spelling of judgment?,spelling
What's the spelling of cancer?,spelling
How do you spell antithesis?,spelling
How do i spell ambitious?,spelling
How do you spell verisimilitude?,spelling
How do you spell asian?,spelling
What's the spelling of multimedia?,spelling
Can you tell me how to spell elephant?,spelling
How do you spell hotdog?,spelling
Can you spell hamburger?,spelling
Spell government?,spelling
Tell me how to spell automobile?,spelling
I need to know how to spell friend?,spelling
How is friend spelled?,spelling
How is the word acquaintance spelled?,spelling
How do you spell friend?,spelling
How do i spell acquaintance?,spelling
What's the right way to spell indict?,spelling
I want to know how to correctly spell cemetery?,spelling
How do you spell mississippi?,spelling
I wish i knew how to spell mississippi?,spelling
Can you remind me how to spell because?,spelling
I need to know how to spell conscience?,spelling
I need to know how to spell xylophone?,spelling
How do you spell guerrilla?,spelling
I am not sure how to spell punctuation?,spelling
I forget how to spell xylophone?,spelling
I don't know how to spell spaghetti?,spelling
I don't know how to spell threshold?,spelling
I don't know how to spell circumference?,spelling
I don't know how to spell squirrel?,spelling
I don't know how to spell mississippi?,spelling
How can i spell avocado?,spelling
Tell me the complete spelling of definitely?,spelling
I'd like to know how to spell cemetary?,spelling
Tell me how handkerchief is spelled?,spelling
I'd like to know how acommodate is spelled?,spelling
Count the number of the letter a in happiness?,spelling
The word is happiness; how many a's can you find in that word?,spelling
"Find all the ""a""s in happiness?",spelling
Tell how many a's are in the word happiness?,spelling
How many a's can you find in the word happiness?,spelling
What is the correct spelling for antipathy?,spelling
How does the dictionary spell antipathy?,spelling
How do you spell antipathy?,spelling
Spell antipathy for me?,spelling
Can you give me a spelling for antipathy?,spelling
How do you spell superficial?,spelling
I need help spelling superficial?,spelling
I need to know how to spell superficial?,spelling
I can't figure out how to spell superficial?,spelling
What is the right way to spell superficial?,spelling
How many es are in receiving?,spelling
I don't know how to spell anethesia?,spelling
I don't know how to spell malfeasance?,spelling
I don't know how to spell theater?,spelling
I don't know how to spell apparently?,spelling
What's the proper way of spelling seance?,spelling
How many ts are in tethered?,spelling
How many cs are in acquiescence?,spelling
How many ss are in narcissism?,spelling
How do you spell sanguine?,spelling
Can you help me spell facetiousness?,spelling
I don't know how to spell drought?,spelling
How man z's are in zombie?,spelling
How's everything?,greeting
How are things going?,greeting
"Hello, anyone there?",greeting
Are you okay right now?,greeting
Are you doing okay?,greeting
How's it going right now?,greeting
Ahoy hoy?,greeting
Hey there!?,greeting
How is everything with you?,greeting
Hey hey!?,greeting
How have you been doing?,greeting
It's nice to see you?,greeting
Hello there!?,greeting
How is it going?,greeting
How are things with you?,greeting
Hiya!?,greeting
What's up?,greeting
How're you doing?,greeting
It's good to see you?,greeting
Is everything going okay?,greeting
How is everything going?,greeting
How goes it?,greeting
"Hello, ai?",greeting
"Hey, ai?",greeting
"Wake up, ai?",greeting
Good day?,greeting
Greetings to you?,greeting
"Hello, friend?",greeting
Whats up with you?,greeting
Hey there fellow?,greeting
Whats up?,greeting
"Yo, hows it going?",greeting
How are things for you?,greeting
Are things going well for you?,greeting
Hello siri?,greeting
Hi there alexa?,greeting
"How are you doing, ai?",greeting
Ai how are you doing today?,greeting
"How are you doing today, ai?",greeting
How is my ai doing?,greeting
Ai how are you doing on this fine day?,greeting
Heller?,greeting
So how is everything?,greeting
How are you this day?,greeting
Hi how are you?,greeting
How is everything going for you?,greeting
Hi how is everything?,greeting
Well hello?,greeting
Just wanted to say hi?,greeting
How is your day?,greeting
Why hello?,greeting
Are you well?,greeting
Hola?,greeting
Good to see you?,greeting
How've you been feeling?,greeting
How are things?,greeting
Are you doing well?,greeting
Good evening?,greeting
Yo?,greeting
"Ai, how are you feeling?",greeting
How is the ai doing?,greeting
"Ai, how are you doing?",greeting
Hi ai?,greeting
Have you been good?,greeting
Is everything ok with you?,greeting
How have you been?,greeting
Are you doing ok?,greeting
How are you?,greeting
How's life?,greeting
What's up with you?,greeting
What's going on?,greeting
How's it going with you?,greeting
How's ife treating you?,greeting
Hello how's it going?,greeting
How are you today?,greeting
Can you tell me how you're doing today?,greeting
How are you this fine day?,greeting
How are things treating you?,greeting
Aloha?,greeting
Are you feeling okay?,greeting
How do you feel?,greeting
Bonjour?,greeting
How are things going for you?,greeting
What do you feel like doing?,greeting
"Hello, what's up?",greeting
Hey how's life?,greeting
Hi there?,greeting
Hey how's it hanging?,greeting
Tell me how you've been?,greeting
